country_name, Index_of_happiness, global_rank, available_data_date, regions
Tailandia,5.89,60,2013-2021,MSCI Emerging Markets
Rep. de Moldova,5.86,61,2013-2021,MSCI Emerging Markets
Jamaica,5.85,62,2013-2021,MSCI Emerging Markets
Kirguistán,5.83,63,2013-2021,MSCI Emerging Markets
Belarús,5.82,64,2013-2021,MSCI Emerging Markets
Colombia,5.78,65,2013-2021,MSCI Emerging Markets
Bosnia y Herz.,5.77,66,2013-2021,MSCI Emerging Markets
Mongolia,5.76,67,2013-2021,MSCI Emerging Markets
Rep. Dominicana,5.74,68,2013-2021,MSCI Emerging Markets
Malasia,5.71,69,2013-2021,MSCI Emerging Markets
Bolivia,5.6,70,2013-2021,MSCI Emerging Markets
China,5.59,71,2013-2021,MSCI Emerging Markets
Paraguay,5.58,72,2013-2021,MSCI Emerging Markets
Perú,5.56,73,2013-2021,MSCI Emerging Markets
Montenegro,5.55,74,2013-2021,MSCI Emerging Markets
Ecuador,5.53,75,2013-2021,MSCI Emerging Markets
Viet Nam,5.49,76,2013-2021,MSCI Emerging Markets
Turkmenistán,5.47,77,2013-2021,MSCI Emerging Markets
Rusia,5.46,78,2013-2021,MSCI Emerging Markets
Hong Kong,5.42,79,2013-2021,MSCI Emerging Markets
Armenia,5.4,80,2013-2021,MSCI Emerging Markets
Nepal,5.38,81,2013-2021,MSCI Emerging Markets
Tayikistán,5.38,82,2013-2021,MSCI Emerging Markets
Bulgaria,5.37,83,2013-2021,MSCI Emerging Markets
Libia,5.33,84,2013-2021,MSCI Emerging Markets
Indonesia,5.24,85,2013-2021,MSCI Emerging Markets
Côte d'Ivoire,5.23,86,2015-2021,MSCI Emerging Markets
Albania,5.2,87,2013-2021,MSCI Emerging Markets
Macedonia,5.2,88,2013-2021,MSCI Emerging Markets
Sudáfrica,5.19,89,2013-2021,MSCI Emerging Markets
Azerbaiyán,5.17,90,2013-2021,MSCI Emerging Markets
Bangladesh,5.16,91,2013-2021,MSCI Emerging Markets
Gambia,5.16,92,2019-2021,MSCI Emerging Markets
Laos,5.14,93,2013-2021,MSCI Emerging Markets
Argelia,5.12,94,2013-2021,MSCI Emerging Markets
Liberia,5.12,95,2013-2021,MSCI Emerging Markets
Ukraine,5.08,96,2013-2021,MSCI Emerging Markets
Marruecos,5.06,97,2013-2021,MSCI Emerging Markets
Camerún,5.05,98,2013-2021,MSCI Emerging Markets
Mozambique,5.05,99,2017-2021,MSCI Emerging Markets
Senegal,5.05,100,2013-2021,MSCI Emerging Markets
Níger,5,101,2013-2021,MSCI Emerging Markets
Georgia,4.97,102,2013-2021,MSCI Emerging Markets
Gabón,4.96,103,2013-2021,MSCI Emerging Markets
Iraq,4.94,104,2013-2021,MSCI Emerging Markets
Venezuela,4.93,105,2013-2021,MSCI Emerging Markets
Guinea,4.89,106,2013-2021,MSCI Emerging Markets
Irán,4.89,107,2013-2021,MSCI Emerging Markets
Ghana,4.87,108,2013-2021,MSCI Emerging Markets
Turquía,4.74,109,2013-2021,MSCI Emerging Markets
Burkina Faso,4.67,110,2013-2021,MSCI Emerging Markets
Camboya,4.64,111,2013-2021,MSCI Emerging Markets
Benin,4.62,112,2013-2021,MSCI Emerging Markets
Uganda,4.6,113,2013-2021,MSCI Emerging Markets
Nigeria,4.55,114,2013-2021,MSCI Emerging Markets
Kenya,4.54,115,2013-2021,MSCI Emerging Markets
Pakistán,4.52,116,2013-2021,MSCI Emerging Markets
Túnez,4.52,117,2013-2021,MSCI Emerging Markets
Malí,4.48,118,2013-2021,MSCI Emerging Markets
Namibia,4.46,119,2016-2021,MSCI Emerging Markets
Swazilandia,4.4,120,2013-2021,MSCI Emerging Markets
Myanmar,4.39,121,2013-2021,MSCI Emerging Markets
Sri Lanka,4.36,122,2013-2021,MSCI Emerging Markets
Madagascar,4.34,123,2013-2021,MSCI Emerging Markets
Egipto,4.29,124,2013-2021,MSCI Emerging Markets
Chad,4.25,125,2013-2021,MSCI Emerging Markets
Etiopía,4.24,126,2013-2021,MSCI Emerging Markets
Yemen,4.2,127,2013-2021,MSCI Emerging Markets
Jordania,4.15,128,2013-2021,MSCI Emerging Markets
Mauritania,4.15,129,2013-2021,MSCI Emerging Markets
Togo,4.11,130,2013-2021,MSCI Emerging Markets
India,3.78,131,2013-2021,MSCI Emerging Markets
Zambia,3.76,132,2013-2021,MSCI Emerging Markets
Malawi,3.75,133,2013-2021,MSCI Emerging Markets
Tanzanía,3.7,134,2013-2021,MSCI Emerging Markets
Sierra Leona,3.57,135,2013-2021,MSCI Emerging Markets
Lesotho,3.51,136,2013-2021,MSCI Emerging Markets
Botswana,3.47,137,2013-2021,MSCI Emerging Markets
Rwanda,3.27,138,2013-2021,MSCI Emerging Markets
Zimbabwe,3,139,2013-2021,MSCI Emerging Markets
Líbano,2.96,140,2013-2021,MSCI Emerging Markets
Afganistán,2.4,141,2013-2021,MSCI Emerging Markets
Finlandia,7.82,1,2013-2021,MSCI Frontier Markets
Dinamarca,7.64,2,2013-2021,MSCI Frontier Markets
Islandia,7.56,3,2013-2021,MSCI Frontier Markets
Suiza,7.51,4,2013-2021,MSCI Frontier Markets
Países Bajos,7.41,5,2013-2021,MSCI Frontier Markets
Luxemburgo,7.4,6,2013-2021,MSCI Frontier Markets
Suecia,7.38,7,2013-2021,MSCI Frontier Markets
Noruega,7.37,8,2013-2021,MSCI Frontier Markets
Israel,7.36,9,2013-2021,MSCI Frontier Markets
Nueva Zelanda,7.2,10,2013-2021,MSCI Frontier Markets
Australia,7.16,11,2013-2021,MSCI Frontier Markets
Austria,7.16,12,2013-2021,MSCI Frontier Markets
Irlanda,7.04,13,2013-2021,MSCI Frontier Markets
Alemania,7.03,14,2013-2021,MSCI Frontier Markets
Canadá,7.03,15,2013-2021,MSCI Frontier Markets
Estados Unidos,6.98,16,2013-2021,MSCI Frontier Markets
Reino Unido,6.94,17,2013-2021,MSCI Frontier Markets
República Checa,6.92,18,2013-2021,MSCI Frontier Markets
Bélgica,6.8,19,2013-2021,MSCI Frontier Markets
Francia,6.69,20,2013-2021,MSCI Frontier Markets
Bahrein,6.65,21,2013-2021,MSCI Frontier Markets
Eslovenia,6.63,22,2013-2021,MSCI Frontier Markets
Costa Rica,6.58,23,2013-2021,MSCI Frontier Markets
Emir. Árab. Uni.,6.58,24,2013-2021,MSCI Frontier Markets
Arabia Saudita,6.52,25,2013-2021,MSCI Frontier Markets
Taiwan,6.51,26,2013-2021,MSCI Frontier Markets
España,6.48,27,2013-2021,MSCI Frontier Markets
Romania,6.48,28,2013-2021,MSCI Frontier Markets
Singapur,6.48,29,2013-2021,MSCI Frontier Markets
Italia,6.47,30,2013-2021,MSCI Frontier Markets
Uruguay,6.47,31,2013-2021,MSCI Frontier Markets
Lituania,6.45,32,2013-2021,MSCI Frontier Markets
Malta,6.45,33,2013-2021,MSCI Frontier Markets
Rep. Eslovaca,6.39,34,2013-2021,MSCI Frontier Markets
Estonia,6.34,35,2013-2021,MSCI Frontier Markets
Panamá,6.31,36,2013-2021,MSCI Frontier Markets
Brasil,6.29,37,2013-2021,MSCI Frontier Markets
Guatemala,6.26,38,2013-2021,MSCI Frontier Markets
Kazajstán,6.23,39,2013-2021,MSCI Frontier Markets
Chipre,6.22,40,2013-2021,MSCI Frontier Markets
Letonia,6.18,41,2013-2021,MSCI Frontier Markets
Serbia,6.18,42,2013-2021,MSCI Frontier Markets
Chile,6.17,43,2013-2021,MSCI Frontier Markets
Nicaragua,6.16,44,2013-2021,MSCI Frontier Markets
Croacia,6.13,45,2013-2021,MSCI Frontier Markets
México,6.13,46,2013-2021,MSCI Frontier Markets
El Salvador,6.12,47,2013-2021,MSCI Frontier Markets
Polonia,6.12,48,2013-2021,MSCI Frontier Markets
Kuwait,6.11,49,2013-2021,MSCI Frontier Markets
Hungría,6.09,50,2013-2021,MSCI Frontier Markets
Mauricio,6.07,51,2013-2021,MSCI Frontier Markets
Uzbekistán,6.06,52,2013-2021,MSCI Frontier Markets
Japón,6.04,53,2013-2021,MSCI Frontier Markets
Honduras,6.02,54,2013-2021,MSCI Frontier Markets
Portugal,6.02,55,2013-2021,MSCI Frontier Markets
Argentina,5.97,56,2013-2021,MSCI Frontier Markets
Grecia,5.95,57,2013-2021,MSCI Frontier Markets
Corea del Sur,5.94,58,2013-2021,MSCI Frontier Markets
Filipinas,5.9,59,2013-2021,MSCI Frontier Markets
Tailandia,5.89,60,2013-2021,MSCI Frontier Markets
Rep. de Moldova,5.86,61,2013-2021,MSCI Frontier Markets
Jamaica,5.85,62,2013-2021,MSCI Frontier Markets
Kirguistán,5.83,63,2013-2021,MSCI Frontier Markets
Belarús,5.82,64,2013-2021,MSCI Frontier Markets
Colombia,5.78,65,2013-2021,MSCI Frontier Markets
Bosnia y Herz.,5.77,66,2013-2021,MSCI Frontier Markets
Mongolia,5.76,67,2013-2021,MSCI Frontier Markets
Rep. Dominicana,5.74,68,2013-2021,MSCI Frontier Markets
Malasia,5.71,69,2013-2021,MSCI Frontier Markets
Bolivia,5.6,70,2013-2021,MSCI Frontier Markets
China,5.59,71,2013-2021,MSCI Frontier Markets
Paraguay,5.58,72,2013-2021,MSCI Frontier Markets
Perú,5.56,73,2013-2021,MSCI Frontier Markets
Montenegro,5.55,74,2013-2021,MSCI Frontier Markets
Ecuador,5.53,75,2013-2021,MSCI Frontier Markets
Viet Nam,5.49,76,2013-2021,MSCI Frontier Markets
Turkmenistán,5.47,77,2013-2021,MSCI Frontier Markets
Rusia,5.46,78,2013-2021,MSCI Frontier Markets
Hong Kong,5.42,79,2013-2021,MSCI Frontier Markets
Armenia,5.4,80,2013-2021,MSCI Frontier Markets
Nepal,5.38,81,2013-2021,MSCI Frontier Markets
Tayikistán,5.38,82,2013-2021,MSCI Frontier Markets
Bulgaria,5.37,83,2013-2021,MSCI Frontier Markets
Libia,5.33,84,2013-2021,MSCI Frontier Markets
Indonesia,5.24,85,2013-2021,MSCI Frontier Markets
Côte d'Ivoire,5.23,86,2015-2021,MSCI Frontier Markets
Albania,5.2,87,2013-2021,MSCI Frontier Markets
Macedonia,5.2,88,2013-2021,MSCI Frontier Markets
Sudáfrica,5.19,89,2013-2021,MSCI Frontier Markets
Azerbaiyán,5.17,90,2013-2021,MSCI Frontier Markets
Bangladesh,5.16,91,2013-2021,MSCI Frontier Markets
Gambia,5.16,92,2019-2021,MSCI Frontier Markets
Laos,5.14,93,2013-2021,MSCI Frontier Markets
Argelia,5.12,94,2013-2021,MSCI Frontier Markets
Liberia,5.12,95,2013-2021,MSCI Frontier Markets
Ukraine,5.08,96,2013-2021,MSCI Frontier Markets
Marruecos,5.06,97,2013-2021,MSCI Frontier Markets
Camerún,5.05,98,2013-2021,MSCI Frontier Markets
Mozambique,5.05,99,2017-2021,MSCI Frontier Markets
Senegal,5.05,100,2013-2021,MSCI Frontier Markets
Níger,5,101,2013-2021,MSCI Frontier Markets
Georgia,4.97,102,2013-2021,MSCI Frontier Markets
Gabón,4.96,103,2013-2021,MSCI Frontier Markets
Iraq,4.94,104,2013-2021,MSCI Frontier Markets
Venezuela,4.93,105,2013-2021,MSCI Frontier Markets
Guinea,4.89,106,2013-2021,MSCI Frontier Markets
Irán,4.89,107,2013-2021,MSCI Frontier Markets
Ghana,4.87,108,2013-2021,MSCI Frontier Markets
Turquía,4.74,109,2013-2021,MSCI Frontier Markets
Burkina Faso,4.67,110,2013-2021,MSCI Frontier Markets
Camboya,4.64,111,2013-2021,MSCI Frontier Markets
Benin,4.62,112,2013-2021,MSCI Frontier Markets
Uganda,4.6,113,2013-2021,MSCI Frontier Markets
Nigeria,4.55,114,2013-2021,MSCI Frontier Markets
Kenya,4.54,115,2013-2021,MSCI Frontier Markets
Pakistán,4.52,116,2013-2021,MSCI Frontier Markets
Túnez,4.52,117,2013-2021,MSCI Frontier Markets
Malí,4.48,118,2013-2021,MSCI Frontier Markets
Namibia,4.46,119,2016-2021,MSCI Frontier Markets
Swazilandia,4.4,120,2013-2021,MSCI Frontier Markets
Myanmar,4.39,121,2013-2021,MSCI Frontier Markets
Sri Lanka,4.36,122,2013-2021,MSCI Frontier Markets
Madagascar,4.34,123,2013-2021,MSCI Frontier Markets
Egipto,4.29,124,2013-2021,MSCI Frontier Markets
Chad,4.25,125,2013-2021,MSCI Frontier Markets
Etiopía,4.24,126,2013-2021,MSCI Frontier Markets
Yemen,4.2,127,2013-2021,MSCI Frontier Markets
Jordania,4.15,128,2013-2021,MSCI Frontier Markets
Mauritania,4.15,129,2013-2021,MSCI Frontier Markets
Togo,4.11,130,2013-2021,MSCI Frontier Markets
India,3.78,131,2013-2021,MSCI Frontier Markets
Zambia,3.76,132,2013-2021,MSCI Frontier Markets
Malawi,3.75,133,2013-2021,MSCI Frontier Markets
Tanzanía,3.7,134,2013-2021,MSCI Frontier Markets
Sierra Leona,3.57,135,2013-2021,MSCI Frontier Markets
Lesotho,3.51,136,2013-2021,MSCI Frontier Markets
Botswana,3.47,137,2013-2021,MSCI Frontier Markets
Rwanda,3.27,138,2013-2021,MSCI Frontier Markets
Zimbabwe,3,139,2013-2021,MSCI Frontier Markets
Líbano,2.96,140,2013-2021,MSCI Frontier Markets
Afganistán,2.4,141,2013-2021,MSCI Frontier Markets
Finlandia,7.82,1,2013-2021,MSCI Developed Markets
Dinamarca,7.64,2,2013-2021,MSCI Developed Markets
Islandia,7.56,3,2013-2021,MSCI Developed Markets
Suiza,7.51,4,2013-2021,MSCI Developed Markets
Países Bajos,7.41,5,2013-2021,MSCI Developed Markets
Luxemburgo,7.4,6,2013-2021,MSCI Developed Markets
Suecia,7.38,7,2013-2021,MSCI Developed Markets
Noruega,7.37,8,2013-2021,MSCI Developed Markets
Israel,7.36,9,2013-2021,MSCI Developed Markets
Nueva Zelanda,7.2,10,2013-2021,MSCI Developed Markets
Australia,7.16,11,2013-2021,MSCI Developed Markets
Austria,7.16,12,2013-2021,MSCI Developed Markets
Irlanda,7.04,13,2013-2021,MSCI Developed Markets
Alemania,7.03,14,2013-2021,MSCI Developed Markets
Canadá,7.03,15,2013-2021,MSCI Developed Markets
Estados Unidos,6.98,16,2013-2021,MSCI Developed Markets
Reino Unido,6.94,17,2013-2021,MSCI Developed Markets
República Checa,6.92,18,2013-2021,MSCI Developed Markets
Bélgica,6.8,19,2013-2021,MSCI Developed Markets
Francia,6.69,20,2013-2021,MSCI Developed Markets
Bahrein,6.65,21,2013-2021,MSCI Developed Markets
Eslovenia,6.63,22,2013-2021,MSCI Developed Markets
Costa Rica,6.58,23,2013-2021,MSCI Developed Markets
Emir. Árab. Uni.,6.58,24,2013-2021,MSCI Developed Markets
Arabia Saudita,6.52,25,2013-2021,MSCI Developed Markets
Taiwan,6.51,26,2013-2021,MSCI Developed Markets
España,6.48,27,2013-2021,MSCI Developed Markets
Romania,6.48,28,2013-2021,MSCI Developed Markets
Singapur,6.48,29,2013-2021,MSCI Developed Markets
Italia,6.47,30,2013-2021,MSCI Developed Markets
Uruguay,6.47,31,2013-2021,MSCI Developed Markets
Lituania,6.45,32,2013-2021,MSCI Developed Markets
Malta,6.45,33,2013-2021,MSCI Developed Markets
Rep. Eslovaca,6.39,34,2013-2021,MSCI Developed Markets
Estonia,6.34,35,2013-2021,MSCI Developed Markets
Panamá,6.31,36,2013-2021,MSCI Developed Markets
Brasil,6.29,37,2013-2021,MSCI Developed Markets
Guatemala,6.26,38,2013-2021,MSCI Developed Markets
Kazajstán,6.23,39,2013-2021,MSCI Developed Markets
Chipre,6.22,40,2013-2021,MSCI Developed Markets
Letonia,6.18,41,2013-2021,MSCI Developed Markets
Serbia,6.18,42,2013-2021,MSCI Developed Markets
Chile,6.17,43,2013-2021,MSCI Developed Markets
Nicaragua,6.16,44,2013-2021,MSCI Developed Markets
Croacia,6.13,45,2013-2021,MSCI Developed Markets
México,6.13,46,2013-2021,MSCI Developed Markets
El Salvador,6.12,47,2013-2021,MSCI Developed Markets
Polonia,6.12,48,2013-2021,MSCI Developed Markets
Kuwait,6.11,49,2013-2021,MSCI Developed Markets
Hungría,6.09,50,2013-2021,MSCI Developed Markets
Mauricio,6.07,51,2013-2021,MSCI Developed Markets
Uzbekistán,6.06,52,2013-2021,MSCI Developed Markets
Japón,6.04,53,2013-2021,MSCI Developed Markets
Honduras,6.02,54,2013-2021,MSCI Developed Markets
Portugal,6.02,55,2013-2021,MSCI Developed Markets
Argentina,5.97,56,2013-2021,MSCI Developed Markets
Grecia,5.95,57,2013-2021,MSCI Developed Markets
Corea del Sur,5.94,58,2013-2021,MSCI Developed Markets
Filipinas,5.9,59,2013-2021,MSCI Developed Markets
Tailandia,5.89,60,2013-2021,MSCI Developed Markets
Rep. de Moldova,5.86,61,2013-2021,MSCI Developed Markets
Jamaica,5.85,62,2013-2021,MSCI Developed Markets
Kirguistán,5.83,63,2013-2021,MSCI Developed Markets
Belarús,5.82,64,2013-2021,MSCI Developed Markets
Colombia,5.78,65,2013-2021,MSCI Developed Markets
Bosnia y Herz.,5.77,66,2013-2021,MSCI Developed Markets
Mongolia,5.76,67,2013-2021,MSCI Developed Markets
Rep. Dominicana,5.74,68,2013-2021,MSCI Developed Markets
Malasia,5.71,69,2013-2021,MSCI Developed Markets
Bolivia,5.6,70,2013-2021,MSCI Developed Markets
China,5.59,71,2013-2021,MSCI Developed Markets
Paraguay,5.58,72,2013-2021,MSCI Developed Markets
Perú,5.56,73,2013-2021,MSCI Developed Markets
Montenegro,5.55,74,2013-2021,MSCI Developed Markets
Ecuador,5.53,75,2013-2021,MSCI Developed Markets
Viet Nam,5.49,76,2013-2021,MSCI Developed Markets
Turkmenistán,5.47,77,2013-2021,MSCI Developed Markets
Rusia,5.46,78,2013-2021,MSCI Developed Markets
Hong Kong,5.42,79,2013-2021,MSCI Developed Markets
Armenia,5.4,80,2013-2021,MSCI Developed Markets
Nepal,5.38,81,2013-2021,MSCI Developed Markets
Tayikistán,5.38,82,2013-2021,MSCI Developed Markets
Bulgaria,5.37,83,2013-2021,MSCI Developed Markets
Libia,5.33,84,2013-2021,MSCI Developed Markets
Indonesia,5.24,85,2013-2021,MSCI Developed Markets
Côte d'Ivoire,5.23,86,2015-2021,MSCI Developed Markets
Albania,5.2,87,2013-2021,MSCI Developed Markets
Macedonia,5.2,88,2013-2021,MSCI Developed Markets
Sudáfrica,5.19,89,2013-2021,MSCI Developed Markets
Azerbaiyán,5.17,90,2013-2021,MSCI Developed Markets
Bangladesh,5.16,91,2013-2021,MSCI Developed Markets
Gambia,5.16,92,2019-2021,MSCI Developed Markets
Laos,5.14,93,2013-2021,MSCI Developed Markets
Argelia,5.12,94,2013-2021,MSCI Developed Markets
Liberia,5.12,95,2013-2021,MSCI Developed Markets
Ukraine,5.08,96,2013-2021,MSCI Developed Markets
Marruecos,5.06,97,2013-2021,MSCI Developed Markets
Camerún,5.05,98,2013-2021,MSCI Developed Markets
Mozambique,5.05,99,2017-2021,MSCI Developed Markets
Senegal,5.05,100,2013-2021,MSCI Developed Markets
Níger,5,101,2013-2021,MSCI Developed Markets
Georgia,4.97,102,2013-2021,MSCI Developed Markets
Gabón,4.96,103,2013-2021,MSCI Developed Markets
Iraq,4.94,104,2013-2021,MSCI Developed Markets
Venezuela,4.93,105,2013-2021,MSCI Developed Markets
Guinea,4.89,106,2013-2021,MSCI Developed Markets
Irán,4.89,107,2013-2021,MSCI Developed Markets
Ghana,4.87,108,2013-2021,MSCI Developed Markets
Turquía,4.74,109,2013-2021,MSCI Developed Markets
Burkina Faso,4.67,110,2013-2021,MSCI Developed Markets
Camboya,4.64,111,2013-2021,MSCI Developed Markets
Benin,4.62,112,2013-2021,MSCI Developed Markets
Uganda,4.6,113,2013-2021,MSCI Developed Markets
Nigeria,4.55,114,2013-2021,MSCI Developed Markets
Kenya,4.54,115,2013-2021,MSCI Developed Markets
Pakistán,4.52,116,2013-2021,MSCI Developed Markets
Túnez,4.52,117,2013-2021,MSCI Developed Markets
Malí,4.48,118,2013-2021,MSCI Developed Markets
Namibia,4.46,119,2016-2021,MSCI Developed Markets
Swazilandia,4.4,120,2013-2021,MSCI Developed Markets
Myanmar,4.39,121,2013-2021,MSCI Developed Markets
Sri Lanka,4.36,122,2013-2021,MSCI Developed Markets
Madagascar,4.34,123,2013-2021,MSCI Developed Markets
Egipto,4.29,124,2013-2021,MSCI Developed Markets
Chad,4.25,125,2013-2021,MSCI Developed Markets
Etiopía,4.24,126,2013-2021,MSCI Developed Markets
Yemen,4.2,127,2013-2021,MSCI Developed Markets
Jordania,4.15,128,2013-2021,MSCI Developed Markets
Mauritania,4.15,129,2013-2021,MSCI Developed Markets
Togo,4.11,130,2013-2021,MSCI Developed Markets
India,3.78,131,2013-2021,MSCI Developed Markets
Zambia,3.76,132,2013-2021,MSCI Developed Markets
Malawi,3.75,133,2013-2021,MSCI Developed Markets
Tanzanía,3.7,134,2013-2021,MSCI Developed Markets
Sierra Leona,3.57,135,2013-2021,MSCI Developed Markets
Lesotho,3.51,136,2013-2021,MSCI Developed Markets
Botswana,3.47,137,2013-2021,MSCI Developed Markets
Rwanda,3.27,138,2013-2021,MSCI Developed Markets
Zimbabwe,3,139,2013-2021,MSCI Developed Markets
Líbano,2.96,140,2013-2021,MSCI Developed Markets
Afganistán,2.4,141,2013-2021,MSCI Developed Markets
Finlandia,7.82,1,2013-2021,APEC
Dinamarca,7.64,2,2013-2021,APEC
Islandia,7.56,3,2013-2021,APEC
Suiza,7.51,4,2013-2021,APEC
Países Bajos,7.41,5,2013-2021,APEC
Luxemburgo,7.4,6,2013-2021,APEC
Suecia,7.38,7,2013-2021,APEC
Noruega,7.37,8,2013-2021,APEC
Israel,7.36,9,2013-2021,APEC
Nueva Zelanda,7.2,10,2013-2021,APEC
Australia,7.16,11,2013-2021,APEC
Austria,7.16,12,2013-2021,APEC
Irlanda,7.04,13,2013-2021,APEC
Alemania,7.03,14,2013-2021,APEC
Canadá,7.03,15,2013-2021,APEC
Estados Unidos,6.98,16,2013-2021,APEC
Reino Unido,6.94,17,2013-2021,APEC
República Checa,6.92,18,2013-2021,APEC
Bélgica,6.8,19,2013-2021,APEC
Francia,6.69,20,2013-2021,APEC
Bahrein,6.65,21,2013-2021,APEC
Eslovenia,6.63,22,2013-2021,APEC
Costa Rica,6.58,23,2013-2021,APEC
Emir. Árab. Uni.,6.58,24,2013-2021,APEC
Arabia Saudita,6.52,25,2013-2021,APEC
Taiwan,6.51,26,2013-2021,APEC
España,6.48,27,2013-2021,APEC
Romania,6.48,28,2013-2021,APEC
Singapur,6.48,29,2013-2021,APEC
Italia,6.47,30,2013-2021,APEC
Uruguay,6.47,31,2013-2021,APEC
Lituania,6.45,32,2013-2021,APEC
Malta,6.45,33,2013-2021,APEC
Rep. Eslovaca,6.39,34,2013-2021,APEC
Estonia,6.34,35,2013-2021,APEC
Panamá,6.31,36,2013-2021,APEC
Brasil,6.29,37,2013-2021,APEC
Guatemala,6.26,38,2013-2021,APEC
Kazajstán,6.23,39,2013-2021,APEC
Chipre,6.22,40,2013-2021,APEC
Letonia,6.18,41,2013-2021,APEC
Serbia,6.18,42,2013-2021,APEC
Chile,6.17,43,2013-2021,APEC
Nicaragua,6.16,44,2013-2021,APEC
Croacia,6.13,45,2013-2021,APEC
México,6.13,46,2013-2021,APEC
El Salvador,6.12,47,2013-2021,APEC
Polonia,6.12,48,2013-2021,APEC
Kuwait,6.11,49,2013-2021,APEC
Hungría,6.09,50,2013-2021,APEC
Mauricio,6.07,51,2013-2021,APEC
Uzbekistán,6.06,52,2013-2021,APEC
Japón,6.04,53,2013-2021,APEC
Honduras,6.02,54,2013-2021,APEC
Portugal,6.02,55,2013-2021,APEC
Argentina,5.97,56,2013-2021,APEC
Grecia,5.95,57,2013-2021,APEC
Corea del Sur,5.94,58,2013-2021,APEC
Filipinas,5.9,59,2013-2021,APEC
Tailandia,5.89,60,2013-2021,APEC
Rep. de Moldova,5.86,61,2013-2021,APEC
Jamaica,5.85,62,2013-2021,APEC
Kirguistán,5.83,63,2013-2021,APEC
Belarús,5.82,64,2013-2021,APEC
Colombia,5.78,65,2013-2021,APEC
Bosnia y Herz.,5.77,66,2013-2021,APEC
Mongolia,5.76,67,2013-2021,APEC
Rep. Dominicana,5.74,68,2013-2021,APEC
Malasia,5.71,69,2013-2021,APEC
Bolivia,5.6,70,2013-2021,APEC
China,5.59,71,2013-2021,APEC
Paraguay,5.58,72,2013-2021,APEC
Perú,5.56,73,2013-2021,APEC
Montenegro,5.55,74,2013-2021,APEC
Ecuador,5.53,75,2013-2021,APEC
Viet Nam,5.49,76,2013-2021,APEC
Turkmenistán,5.47,77,2013-2021,APEC
Rusia,5.46,78,2013-2021,APEC
Hong Kong,5.42,79,2013-2021,APEC
Armenia,5.4,80,2013-2021,APEC
Nepal,5.38,81,2013-2021,APEC
Tayikistán,5.38,82,2013-2021,APEC
Bulgaria,5.37,83,2013-2021,APEC
Libia,5.33,84,2013-2021,APEC
Indonesia,5.24,85,2013-2021,APEC
Côte d'Ivoire,5.23,86,2015-2021,APEC
Albania,5.2,87,2013-2021,APEC
Macedonia,5.2,88,2013-2021,APEC
Sudáfrica,5.19,89,2013-2021,APEC
Azerbaiyán,5.17,90,2013-2021,APEC
Bangladesh,5.16,91,2013-2021,APEC
Gambia,5.16,92,2019-2021,APEC
Laos,5.14,93,2013-2021,APEC
Argelia,5.12,94,2013-2021,APEC
Liberia,5.12,95,2013-2021,APEC
Ukraine,5.08,96,2013-2021,APEC
Marruecos,5.06,97,2013-2021,APEC
Camerún,5.05,98,2013-2021,APEC
Mozambique,5.05,99,2017-2021,APEC
Senegal,5.05,100,2013-2021,APEC
Níger,5,101,2013-2021,APEC
Georgia,4.97,102,2013-2021,APEC
Gabón,4.96,103,2013-2021,APEC
Iraq,4.94,104,2013-2021,APEC
Venezuela,4.93,105,2013-2021,APEC
Guinea,4.89,106,2013-2021,APEC
Irán,4.89,107,2013-2021,APEC
Ghana,4.87,108,2013-2021,APEC
Turquía,4.74,109,2013-2021,APEC
Burkina Faso,4.67,110,2013-2021,APEC
Camboya,4.64,111,2013-2021,APEC
Benin,4.62,112,2013-2021,APEC
Uganda,4.6,113,2013-2021,APEC
Nigeria,4.55,114,2013-2021,APEC
Kenya,4.54,115,2013-2021,APEC
Pakistán,4.52,116,2013-2021,APEC
Túnez,4.52,117,2013-2021,APEC
Malí,4.48,118,2013-2021,APEC
Namibia,4.46,119,2016-2021,APEC
Swazilandia,4.4,120,2013-2021,APEC
Myanmar,4.39,121,2013-2021,APEC
Sri Lanka,4.36,122,2013-2021,APEC
Madagascar,4.34,123,2013-2021,APEC
Egipto,4.29,124,2013-2021,APEC
Chad,4.25,125,2013-2021,APEC
Etiopía,4.24,126,2013-2021,APEC
Yemen,4.2,127,2013-2021,APEC
Jordania,4.15,128,2013-2021,APEC
Mauritania,4.15,129,2013-2021,APEC
Togo,4.11,130,2013-2021,APEC
India,3.78,131,2013-2021,APEC
Zambia,3.76,132,2013-2021,APEC
Malawi,3.75,133,2013-2021,APEC
Tanzanía,3.7,134,2013-2021,APEC
Sierra Leona,3.57,135,2013-2021,APEC
Lesotho,3.51,136,2013-2021,APEC
Botswana,3.47,137,2013-2021,APEC
Rwanda,3.27,138,2013-2021,APEC
Zimbabwe,3,139,2013-2021,APEC
Líbano,2.96,140,2013-2021,APEC
Afganistán,2.4,141,2013-2021,APEC
Finlandia,7.82,1,2013-2021,ASEAN
Dinamarca,7.64,2,2013-2021,ASEAN
Islandia,7.56,3,2013-2021,ASEAN
Suiza,7.51,4,2013-2021,ASEAN
Países Bajos,7.41,5,2013-2021,ASEAN
Luxemburgo,7.4,6,2013-2021,ASEAN
Suecia,7.38,7,2013-2021,ASEAN
Noruega,7.37,8,2013-2021,ASEAN
Israel,7.36,9,2013-2021,ASEAN
